Mod:Item:MetaData, Localized Name
mekanism:machineblock3:0, Quantum Entangloporter
mekanism:machineblock3:1, Solar Neutron Activator
mekanism:machineblock3:3, Oredictionificator
mekanism:machineblock3:4, Resistive Heater
mekanism:machineblock3:5, Formulaic Assemblicator
mekanism:machineblock3:6, Fuelwood Heater
mekanism:oreblock:0, Osmium Ore
mekanism:oreblock:1, Copper Ore
mekanism:oreblock:2, Tin Ore
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Basic Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Advanced Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Elite Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Ultimate Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:energycube:0, Creative Energy Cube
mekanism:transmitter:0, Basic Universal Cable
mekanism:transmitter:0, Advanced Universal Cable
mekanism:transmitter:0, Elite Universal Cable
mekanism:transmitter:0, Ultimate Universal Cable
mekanism:transmitter:1, Basic Mechanical Pipe
mekanism:transmitter:1, Advanced Mechanical Pipe
mekanism:transmitter:1, Elite Mechanical Pipe
mekanism:transmitter:1, Ultimate Mechanical Pipe
mekanism:transmitter:2, Basic Pressurized Tube
mekanism:transmitter:2, Advanced Pressurized Tube
mekanism:transmitter:2, Elite Pressurized Tube
mekanism:transmitter:2, Ultimate Pressurized Tube
mekanism:transmitter:3, Basic Logistical Transporter
mekanism:transmitter:3, Advanced Logistical Transporter
mekanism:transmitter:3, Elite Logistical Transporter
mekanism:transmitter:3, Ultimate Logistical Transporter
mekanism:transmitter:4, Restrictive Transporter
mekanism:transmitter:5, Diversion Transporter
mekanism:transmitter:6, Basic Thermodynamic Conductor
mekanism:transmitter:6, Advanced Thermodynamic Conductor
mekanism:transmitter:6, Elite Thermodynamic Conductor
mekanism:transmitter:6, Ultimate Thermodynamic Conductor
mekanism:obsidiantnt, Obsidian TNT
mekanism:boundingblock, Bounding Block
mekanism:gastank:0, Basic Gas Tank
mekanism:gastank:0, Advanced Gas Tank
mekanism:gastank:0, Elite Gas Tank
mekanism:gastank:0, Ultimate Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:gastank:0, Creative Gas Tank
mekanism:cardboardbox, Cardboard Box
mekanism:glowpanel:0, §8Black Glow Panel
mekanism:glowpanel:1, §cRed Glow Panel
mekanism:glowpanel:2, §2Green Glow Panel
mekanism:glowpanel:3, §6Brown Glow Panel
mekanism:glowpanel:4, §1Blue Glow Panel
mekanism:glowpanel:5, §5Purple Glow Panel
mekanism:glowpanel:6, §3Cyan Glow Panel
mekanism:glowpanel:7, §7Light Grey Glow Panel
mekanism:glowpanel:8, §8Grey Glow Panel
mekanism:glowpanel:9, §dPink Glow Panel
mekanism:glowpanel:10, §aLime Glow Panel
mekanism:glowpanel:11, §eYellow Glow Panel
mekanism:glowpanel:12, §9Light Blue Glow Panel
mekanism:glowpanel:13, §dMagenta Glow Panel
mekanism:glowpanel:14, §6Orange Glow Panel
mekanism:glowpanel:15, §fWhite Glow Panel
mekanism:plasticblock:0, §8Black Plastic Block
mekanism:plasticblock:1, §cRed Plastic Block
mekanism:plasticblock:2, §2Green Plastic Block
mekanism:plasticblock:3, §6Brown Plastic Block
mekanism:plasticblock:4, §1Blue Plastic Block
mekanism:plasticblock:5, §5Purple Plastic Block
mekanism:plasticblock:6, §3Cyan Plastic Block
mekanism:plasticblock:7, §7Light Grey Plastic Block
mekanism:plasticblock:8, §8Grey Plastic Block
mekanism:plasticblock:9, §dPink Plastic Block
mekanism:plasticblock:10, §aLime Plastic Block
mekanism:plasticblock:11, §eYellow Plastic Block
mekanism:plasticblock:12, §9Light Blue Plastic Block
mekanism:plasticblock:13, §dMagenta Plastic Block
mekanism:plasticblock:14, §6Orange Plastic Block
mekanism:plasticblock:15, §fWhite Plastic Block
mekanism:slickplasticblock:0, §8Black Slick Plastic Block
mekanism:slickplasticblock:1, §cRed Slick Plastic Block
mekanism:slickplasticblock:2, §2Green Slick Plastic Block
mekanism:slickplasticblock:3, §6Brown Slick Plastic Block
mekanism:slickplasticblock:4, §1Blue Slick Plastic Block
mekanism:slickplasticblock:5, §5Purple Slick Plastic Block
mekanism:slickplasticblock:6, §3Cyan Slick Plastic Block
mekanism:slickplasticblock:7, §7Light Grey Slick Plastic Block
mekanism:slickplasticblock:8, §8Grey Slick Plastic Block
mekanism:slickplasticblock:9, §dPink Slick Plastic Block
mekanism:slickplasticblock:10, §aLime Slick Plastic Block
mekanism:slickplasticblock:11, §eYellow Slick Plastic Block
mekanism:slickplasticblock:12, §9Light Blue Slick Plastic Block
mekanism:slickplasticblock:13, §dMagenta Slick Plastic Block
mekanism:slickplasticblock:14, §6Orange Slick Plastic Block
mekanism:slickplasticblock:15, §fWhite Slick Plastic Block
mekanism:glowplasticblock:0, §8Black Plastic Glow Block
mekanism:glowplasticblock:1, §cRed Plastic Glow Block
mekanism:glowplasticblock:2, §2Green Plastic Glow Block
mekanism:glowplasticblock:3, §6Brown Plastic Glow Block
mekanism:glowplasticblock:4, §1Blue Plastic Glow Block
mekanism:glowplasticblock:5, §5Purple Plastic Glow Block
mekanism:glowplasticblock:6, §3Cyan Plastic Glow Block
mekanism:glowplasticblock:7, §7Light Grey Plastic Glow Block
mekanism:glowplasticblock:8, §8Grey Plastic Glow Block
mekanism:glowplasticblock:9, §dPink Plastic Glow Block
mekanism:glowplasticblock:10, §aLime Plastic Glow Block
mekanism:glowplasticblock:11, §eYellow Plastic Glow Block
mekanism:glowplasticblock:12, §9Light Blue Plastic Glow Block
mekanism:glowplasticblock:13, §dMagenta Plastic Glow Block
mekanism:glowplasticblock:14, §6Orange Plastic Glow Block
mekanism:glowplasticblock:15, §fWhite Plastic Glow Block
mekanism:reinforcedplasticblock:0, §8Black Reinforced Plastic Block
mekanism:reinforcedplasticblock:1, §cRed Reinforced Plastic Block
mekanism:reinforcedplasticblock:2, §2Green Reinforced Plastic Block
mekanism:reinforcedplasticblock:3, §6Brown Reinforced Plastic Block
mekanism:reinforcedplasticblock:4, §1Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:5, §5Purple Reinforced Plastic Block
mekanism:reinforcedplasticblock:6, §3Cyan Reinforced Plastic Block
mekanism:reinforcedplasticblock:7, §7Light Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:8, §8Grey Reinforced Plastic Block
mekanism:reinforcedplasticblock:9, §dPink Reinforced Plastic Block
mekanism:reinforcedplasticblock:10, §aLime Reinforced Plastic Block
mekanism:reinforcedplasticblock:11, §eYellow Reinforced Plastic Block
mekanism:reinforcedplasticblock:12, §9Light Blue Reinforced Plastic Block
mekanism:reinforcedplasticblock:13, §dMagenta Reinforced Plastic Block
mekanism:reinforcedplasticblock:14, §6Orange Reinforced Plastic Block
mekanism:reinforcedplasticblock:15, §fWhite Reinforced Plastic Block
mekanism:roadplasticblock:0, §8Black Plastic Road
mekanism:roadplasticblock:1, §cRed Plastic Road
mekanism:roadplasticblock:2, §2Green Plastic Road
mekanism:roadplasticblock:3, §6Brown Plastic Road
mekanism:roadplasticblock:4, §1Blue Plastic Road
mekanism:roadplasticblock:5, §5Purple Plastic Road
mekanism:roadplasticblock:6, §3Cyan Plastic Road
mekanism:roadplasticblock:7, §7Light Grey Plastic Road
mekanism:roadplasticblock:8, §8Grey Plastic Road
mekanism:roadplasticblock:9, §dPink Plastic Road
mekanism:roadplasticblock:10, §aLime Plastic Road
mekanism:roadplasticblock:11, §eYellow Plastic Road
mekanism:roadplasticblock:12, §9Light Blue Plastic Road
mekanism:roadplasticblock:13, §dMagenta Plastic Road
mekanism:roadplasticblock:14, §6Orange Plastic Road
mekanism:roadplasticblock:15, §fWhite Plastic Road
mekanism:plasticfence:0, §8Black Plastic Barrier
mekanism:plasticfence:1, §cRed Plastic Barrier
mekanism:plasticfence:2, §2Green Plastic Barrier
mekanism:plasticfence:3, §6Brown Plastic Barrier
mekanism:plasticfence:4, §1Blue Plastic Barrier
mekanism:plasticfence:5, §5Purple Plastic Barrier
mekanism:plasticfence:6, §3Cyan Plastic Barrier
mekanism:plasticfence:7, §7Light Grey Plastic Barrier
mekanism:plasticfence:8, §8Grey Plastic Barrier
mekanism:plasticfence:9, §dPink Plastic Barrier
mekanism:plasticfence:10, §aLime Plastic Barrier
mekanism:plasticfence:11, §eYellow Plastic Barrier
mekanism:plasticfence:12, §9Light Blue Plastic Barrier
mekanism:plasticfence:13, §dMagenta Plastic Barrier
mekanism:plasticfence:14, §6Orange Plastic Barrier
mekanism:plasticfence:15, §fWhite Plastic Barrier
mekanism:saltblock, Salt Block
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
integrateddynamics:part_audio_reader_item, parttype.parttypes.integrateddynamics.audio_reader.name.name
integrateddynamics:part_block_reader_item, parttype.parttypes.integrateddynamics.block_reader.name.name
integrateddynamics:part_entity_reader_item, parttype.parttypes.integrateddynamics.entity_reader.name.name
integrateddynamics:part_extradimensional_reader_item, parttype.parttypes.integrateddynamics.extradimensional_reader.name.name
integrateddynamics:part_fluid_reader_item, parttype.parttypes.integrateddynamics.fluid_reader.name.name
integrateddynamics:part_inventory_reader_item, parttype.parttypes.integrateddynamics.inventory_reader.name.name
integrateddynamics:part_machine_reader_item, parttype.parttypes.integrateddynamics.machine_reader.name.name
integrateddynamics:part_network_reader_item, parttype.parttypes.integrateddynamics.network_reader.name.name
integrateddynamics:part_redstone_reader_item, parttype.parttypes.integrateddynamics.redstone_reader.name.name
integrateddynamics:part_world_reader_item, parttype.parttypes.integrateddynamics.world_reader.name.name
integrateddynamics:part_audio_writer_item, parttype.parttypes.integrateddynamics.audio_writer.name.name
integrateddynamics:part_effect_writer_item, parttype.parttypes.integrateddynamics.effect_writer.name.name
integrateddynamics:part_entity_writer_item, parttype.parttypes.integrateddynamics.entity_writer.name.name
integrateddynamics:part_machine_writer_item, parttype.parttypes.integrateddynamics.machine_writer.name.name
integrateddynamics:part_inventory_writer_item, parttype.parttypes.integrateddynamics.inventory_writer.name.name
integrateddynamics:part_redstone_writer_item, parttype.parttypes.integrateddynamics.redstone_writer.name.name
integrateddynamics:part_static_light_panel_item, parttype.parttypes.integrateddynamics.static_light_panel.name.name
integrateddynamics:part_dynamic_light_panel_item, parttype.parttypes.integrateddynamics.dynamic_light_panel.name.name
integrateddynamics:part_display_panel_item, parttype.parttypes.integrateddynamics.display_panel.name.name
integrateddynamics:part_connector_mono_directional_item, parttype.parttypes.integrateddynamics.connector_mono_directional.name.name
integrateddynamics:part_connector_omni_directional_item, parttype.parttypes.integrateddynamics.connector_omni_directional.name.name
integrateddynamics:cable, Logic Cable
integrateddynamics:variablestore:0, Variable Store
integrateddynamics:logic_programmer:0, Logic Programmer
integrateddynamics:energy_battery, Energy Battery
integrateddynamics:creative_energy_battery, Creative Energy Battery
integrateddynamics:coal_generator:0, Generator
integrateddynamics:proxy:0, Proxy
integrateddynamics:materializer:0, Materializer
integrateddynamics:menril_log:0, Menril Wood
integrateddynamics:menril_log_filled:0, Enriched Menril Wood
integrateddynamics:menril_leaves:0, Menril Leaves
integrateddynamics:menril_sapling:0, Menril Sapling
integrateddynamics:menril_planks, Menril Wood Planks
integrateddynamics:crystalized_menril_block, Block of Crystalized Menril
integrateddynamics:crystalized_menril_brick, Crystalized Menril Brick
integrateddynamics:block_menril_resin:0, Menril Resin
integrateddynamics:drying_basin, Drying Basin
integrateddynamics:squeezer:0, Squeezer
integrateddynamics:menril_door, Menril Door
integrateddynamics:menril_torch:0, Menril Torch
integrateddynamics:menril_torch_stone:0, Menril Stone Torch
integrateddynamics:menril_planks_stairs:0, Menril Wood Stairs
integrateddynamics:crystalized_menril_block_stairs:0, Crystalized Menril Stairs
integrateddynamics:crystalized_menril_brick_stairs:0, Crystalized Menril Brick Stairs
integrateddynamics:delay:0, Delayer
integrateddynamics:block_liquid_chorus:0, Liquid Chorus
integrateddynamics:crystalized_chorus_block, Block of Crystalized Chorus
integrateddynamics:crystalized_chorus_brick, Crystalized Chorus Brick
integrateddynamics:crystalized_chorus_block_stairs:0, Crystalized Chorus Stairs
integrateddynamics:crystalized_chorus_brick_stairs:0, Crystalized Chorus Brick Stairs
integrateddynamics:mechanical_squeezer:0, Mechanical Squeezer
integrateddynamics:mechanical_drying_basin:0, Mechanical Drying Basin
integrateddynamics:wrench, Wrench
integrateddynamics:variable, Variable Card
integrateddynamics:labeller, Labeller
integrateddynamics:facade, Facade
integrateddynamics:crystalized_menril_chunk, Crystalized Menril Chunk
integrateddynamics:variable_transformer:0, Output Variable Transformer
integrateddynamics:variable_transformer:1, Input Variable Transformer
integrateddynamics:menril_berries, Menril Berries
integrateddynamics:portable_logic_programmer, Portable Logic Programmer
integrateddynamics:on_the_dynamics_of_integration, On the Dynamics of Integration
integrateddynamics:crystalized_chorus_chunk, Crystalized Chorus Chunk
integrateddynamics:logic_director, Logic Director
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
